Timestamp,In Game Name,Discord or Facebook Name,Friend Code Only (Copy/Paste from in game),What areas do you primarily play in?,Team
11/14/2018 14:43:29,xXWinterfoxXx ,Winter(tm)/Branden Gile,3384 8450 1088,"Mad Campus, Mad Isthmus, Mad North East, Mad North, Sun Prairie, Verona, Waunakee",Mystic
8/21/2018 19:01:56,Yalekupfer,Yalekupfer,7820 7027 4565,"Mad Campus, Mad Isthmus, Mad Far West, Mad Near West",Mystic
2/1/2019 8:38:29,Ylvisaar,Cyclopshuntr5000,057308912692,"Mad Far East, Mad Near East, Fitchburg, Middleton",Mystic
3/29/2019 14:48:02,yoshq1,discord: yoshq,1345 7492 1825,Mad Near West,Instinct
8/25/2018 23:25:45,youngwu1101,Young Wu,5737 8371 0129,Mad Campus,Mystic
7/22/2018 15:52:49,YungKeezy,SpecialKeezy,3288 3672 9186,Sun Prairie,Mystic
6/28/2018 14:38:54,Ywu233,Amy233,385993792067,"Mad Campus, Mad Isthmus",Mystic
9/1/2018 14:35:01,zabbo91,zabbo91,3056 9965 0252,"Mad Far West, Mad Near West, Fitchburg, Verona",Instinct
2/24/2019 12:19:54,Zarathustra404,Zarathustra404#0939,5657 1467 5146,"Mad Campus, Mad Isthmus, Mad Near East",Mystic
6/26/2018 21:48:18,ZathrasOfTarth,Chris Schmidt,452080195578,"Mad Campus, Mad South, Mad Near West",Valor
12/30/2018 1:06:55,ZathrasOfTarth,ZathrasOfTarth,4520 8019 5578,"Mad Campus, Mad South, Mad Far West, Mad Near West, Fitchburg, Middleton",Valor
6/29/2018 9:24:58,Zeeeena,zina,9493 1850 2271,"Mad Campus, Mad Isthmus, Mad Far West, Mad Near West, Middleton",Valor
7/24/2018 8:55:25,ZeeMan1023,@spottydot#8286,3205 7469 7606,Mad Campus,Mystic
7/14/2018 20:04:47,Zenbot1,Zenbot1,918779599830,"Mad Isthmus, Capital",Mystic
7/18/2018 14:38:24,ZettaiDame,ZettaiDame,6233 0109 0455,"Mad Near East, Fitchburg",Instinct
6/26/2018 15:43:15,Zeusthesungod,Zeus,596545115582,"Mad Far West, Fitchburg, Oregon, Verona",Valor
7/16/2018 13:29:32,zhenz20,garyzhalo,408926091244,Mad Campus,Valor
7/16/2018 13:30:38,zhenz20,garyzhalo,6666 0016 6647,Mad Campus,Valor
4/19/2019 1:27:13,ChildsJunior,Mister Childs,074307778017,"Mad Campus, Mad Isthmus, Mad Far East, Mad North",Instinct
4/19/2019 1:29:23,MisterChilds,MisterChilds,2010 7054 3999,"Mad Campus, Mad Isthmus, Mad Far East, Mad North",Instinct
4/20/2019 12:19:27,AAldharrab,Abdulaziz Aldharrab,0369 3989 8223,Mad Campus,Mystic
4/22/2019 16:41:07,YoshQ1,YoshQ,1345 7492 1825,"Mad Campus, Mad Isthmus, Mad Far West, Mad Near West",Instinct
4/23/2019 10:16:31,NOToffensive ,Deeznutsforgetu ,4706 0946 0702,"Mad Far East, Stoughton, Sun Prairie",Mystic
4/23/2019 10:33:41,Machtung,Machtung7,9083 0040 7656,Mad Isthmus,Instinct
4/26/2019 23:06:43,Lettuce,Lettuce,8511 1113 3488,"Mad Far West, Fitchburg",Mystic
4/27/2019 10:51:14,VapidDiscord,VapidDiscord,6800 4283 9037,"Mad South, Mad Far West, Fitchburg, Middleton, Verona",Instinct
4/27/2019 14:39:10,Davidd22,Dom922,3590 2929 0322,"Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad North",Mystic
4/27/2019 20:14:21,BugCatcherBeynn,Literally A Pink Balloon,1030 5113 3382,Mad Near West,Instinct
4/28/2019 17:02:57,Kitsurbammy,@kitsu or Kitsurubami#3654 - facebook.com/royler,9847 5616 9784,"Mad Campus, Mad Isthmus",Instinct
4/29/2019 6:39:06,Xxkingbobzz,Justin Tenpass,8434 4101 1557,"Mad Campus, Mad North, Columbus",Valor
4/29/2019 11:06:21,Streamfrost,Streamfrost#0205,852443460340,Mad Isthmus,Mystic
4/29/2019 13:34:13,WIDallasCowboy,Widallascowboy,3146 9928 6289,"Mad Far West, Middleton",Instinct
4/29/2019 14:16:01,PokeMononamon ,PokeMononamon ,6017 2126 8404,Monona,Mystic
4/29/2019 14:18:18,PokeMononamon ,PokeMononatwo,1695 9801 3308,Monona,Mystic
4/29/2019 19:47:01,deogenerate,deogenerate#3993,537374191306,Mad Campus,Valor
4/30/2019 17:23:35,Ryuunojigoku,Ryuu,0900 9359 7389,Mad Campus,Mystic
4/30/2019 21:31:28,Wtfpwnd,Mcswit10,2834 7180 6806,"Mad Campus, Mad Isthmus",Instinct
4/30/2019 21:38:27,NoLoveLA,LeeAnn,0956 8557 0456,"Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad North, Sun Prairie",Mystic
5/1/2019 4:40:56,Phmotorsports19 ,Phmotorsports19,475582882908,"DeForest / Windsor, Waunakee",Valor
5/1/2019 15:33:52,Zmac45,Zmac45,9639 5968 0660,"Mad Isthmus, Sun Prairie",Valor
5/1/2019 20:12:36,MmeMondegreen,MmeMondegreen,9040 5098 9514,"Mad Campus, Mad Far West, Mad Near West, Middleton",Mystic
5/3/2019 17:27:54,Mackswel,Max alan,3002 5734 8323,"Mad South, Mad Near West",Mystic
5/4/2019 5:40:16,MeAndMyThermos,Joshua Monson,4749 7715 1570,"Middleton, Stoughton, Sun Prairie, Amusement parks during spring summer",Mystic
5/4/2019 11:33:54,Badgerette80 ,Kristin Ruby (FB) ,0001 8234 7310,"Mad Far East, Sun Prairie",Mystic
5/5/2019 10:28:41,BraedensLit,SP Trainer,659223966149,Sun Prairie,Instinct
5/5/2019 11:47:49,Becaw15,Adonrager,802619707957,"Mad Campus, Epic, Fitchburg, Mt. Horeb, Oregon, Verona",Valor
5/5/2019 11:50:05,Doggydude73,Adonrager,474715882315,"Mad Campus, Epic, Fitchburg, Mt. Horeb, Oregon, Verona",Mystic
5/6/2019 9:20:23,svanp552,svanp552,8540 8352 1639,"Mad Campus, Sun Prairie",Mystic
5/6/2019 20:15:49,KelaVakuya,N/A,345218768944,DeForest / Windsor,Mystic
5/7/2019 21:33:57,Hsumms ,Hannah Dummers,7534 1812 2029,"Waunakee, Edgewood/Vilas",Mystic
5/9/2019 16:50:13,YoshQ2,YoshQ,4018 2219 8922,Mad Near West,Instinct
5/10/2019 22:23:34,Kaaruhe,Discord: CarlsRuhe,3590 5350 9552,"Mad Campus, Mad Isthmus, Mad Far East",Valor
5/10/2019 22:25:22,Thugnaste,Discord: It's Mr Thugnaste,5562 8744 4846,"Mad Campus, Mad Isthmus, Mad Far East",Valor
5/12/2019 20:17:21,Danreddaway,Daniel Reddaway,7042 0117 5868,"Mad Campus, Mad Isthmus, Mad North, Mad Near West",Instinct
5/16/2019 20:57:46,DomBieniek,D_O_M,0311 6391 9435,"Mad Campus, Mad Near East, Mad Far West, Mad Near West, Verona",Mystic
5/17/2019 16:02:28,AriannaWyer,MissWyer,4041 7989 8126,"Mad Campus, Mad Isthmus, Mad Far East, Mt. Horeb, Platteville, Verona",Mystic
5/19/2019 1:18:33,JimmyDicknose,Jon Kussow,5214 2334 3508,"Mad Campus, Mad Isthmus, Mad Near East, Mad North East, Mad South, Cottage Grove, McFarland, Monona",Mystic
5/19/2019 13:23:17,KMfnO,Kyle Oemig,4596 4029 9837,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Mad South, Mad Far West, Mad Near West, Fitchburg, Monona, Oregon, Verona",Valor
5/19/2019 20:47:21,aseikh,aseikh,8478 5855 1900,"Mad Isthmus, DeForest / Windsor",Mystic
5/20/2019 12:35:51,Lcedeno95,L Cedeno ,814753308298,"Mad Isthmus, Mad South, Fitchburg, Monona",Valor
5/20/2019 12:37:08,Lcedeno95,L Cedeno ,814753308298,"Mad Isthmus, Mad South, Fitchburg, Monona",Valor
5/23/2019 17:00:04,therrieur,therrieur,573033959509,"Mad North East, Mad North",Instinct
5/27/2019 15:27:58,Kiaradiva ,Kiaradiva,0381 7690 5673,"Mad North, Middleton, Sun Prairie, Waunakee",Mystic
5/27/2019 17:06:16,Truman2005,Truman2005(discord),9172 2147 1894,"Mad South, Primarily around lake Monona and Olin park",Mystic
5/27/2019 19:44:31,HunterSpaghetti,Hunter Pioletti,1442 2954 0450,"Mad Far West, Mad Near West, Middleton, Stoughton, Hilldale",Mystic
5/28/2019 18:30:44,JRPagel,JRPagel,979866448334,"Mad Campus, Middleton",Mystic
5/29/2019 9:38:00,HawtJoe,Joe Nelson ,1508 2689 6071,"Mad Campus, Mad Far West, Mad Near West, Cross Plains, Middleton, Mazomanie",Instinct
6/2/2019 15:45:33,MachtSchnell,Schnell#7939,428147934066,Sun Prairie,Valor
6/4/2019 13:36:36,Hairoilkranchero,RDHud#2573,6764 9323 6764,Mad North,Valor
6/7/2019 10:00:29,mandarific,donut-shoppe#0301,6261 3638 8601,"Mad Far East, Mad North East, Sun Prairie, MATC, Columbus",Valor
6/8/2019 20:00:42,JpieK,Jess Knihtila,143486465582,Mad Far East,Mystic
6/9/2019 17:44:01,Zombiflux,Amanda Jean,1578 3834 1447,"Mad Near West, Fitchburg",Instinct
6/9/2019 22:32:53,Merrsitowne,Mouseykins,434270307225,"Mad South, Mad Far West, Fitchburg",Instinct
6/11/2019 20:12:31,Zaxxes,Zaxxes,455621406451,"Mad Campus, Mad Isthmus, Mad Near West",Instinct
6/14/2019 10:24:04,Bailosaur97,Bailosaur97,5344 9187 8468,"Mad Campus, Mad Isthmus, Mad Near East",Instinct
6/15/2019 11:47:06,jamesboyadvance,jamesboyadvance,1956-5617-6379,"Mad Campus, Mad Isthmus, Mad Near East",Instinct
6/16/2019 10:49:21,WhirrWulf,whirrwulf,1950-5419-2952,"Mad Isthmus, Mad Near East, Middleton",Instinct
6/16/2019 10:51:01,StuartsMycat,@be_fruitfly_and_multiple (instagram),9916-3729-4634,"Mad Isthmus, Mad Near East",Instinct
6/16/2019 16:52:57,KingChipAhoy ,KingChipAhoy ,8805 2297 5263,Mad Far East,Valor
6/16/2019 22:35:48,RetroLancer5 ,RetroLancer5,2280 6810 9987,Stoughton,Valor
6/17/2019 15:54:56,Filmgawker,Filmgawker,4889 1118 4729,"Mad Campus, Mad Isthmus, Mad Far West, Mad Near West",Instinct
6/19/2019 22:46:54,mole4888,mole4888,9387 7344 1602,"Mad Far West, Mad Near West, Fitchburg, Verona",Valor
6/20/2019 8:54:08,Sarahnade,Sarah Smith (fb)/ AdeLikeGrenade (dis),5072 2909 8843,"Mad Far East, Mad Near East, Mad North East, Monona, Sun Prairie",Valor
6/20/2019 17:15:46,Stack892,Start12 ,3066 1937 9454,"Mad Far East, Mad North East, DeForest / Windsor, Sun Prairie",Valor
6/21/2019 12:43:18,MajorAus,Major Aus,184823206012,"Mad Campus, Mad Isthmus, Mad Near East, Mad Near West, Middleton, Monona",Mystic
6/21/2019 18:03:13,xiaohk,Jay,974756366697,Mad Campus,Mystic
6/21/2019 22:24:49,Mantodea23,Kimberly Holladay ,7481 2078 4153,"Middleton, Dodgeville",Mystic
6/21/2019 23:08:10,JoeMonkey921,JoeMonkey,323878038188,"Mad Far West, Cottage Grove, Middleton",Instinct
6/24/2019 15:54:04,Grogachu,Grogachu,1206 4843 1920,"Mad Campus, Mad Isthmus",Mystic
6/24/2019 19:08:14,Mockingsan,"Mockingbird, Maximillian Ottoman",1382 5084 0451,"Mad Campus, Mad Isthmus, Mad Far West, Mad Near West",Instinct
6/25/2019 17:15:15,Kathyraan,Katie Gagen,1380 8209 8383,"Mad Campus, Mad Isthmus, Mad Near West",Instinct
6/25/2019 23:39:57,Emilywaffler,Emily Loeffler,1342 1538 1573,"Mad Campus, Mad Isthmus, Mad Near West, Middleton",Instinct
6/26/2019 15:25:33,BelaFalda,BelaFalda,9198 0384 2928,"Mad Far West, Fitchburg, Middleton, Dodgeville",Instinct
6/26/2019 16:05:16,Speshulque,Speshulque,1757 3138 9773,"Mad Campus, Mad Isthmus, Mad South, Fitchburg, Monona",Valor
6/27/2019 10:31:14,Halcyon3608,Halcyon3608,5792 5165 9135,"Mad Campus, Mad Far West",Mystic
6/27/2019 11:18:35,Gink0e,Ginkoe,2584 7475 9722,Mad Campus,Mystic
6/27/2019 23:15:15,ThRocklobster,ThRock YT,8740 7747 3394,"Mad Far West, Mad Near West, Fitchburg, Middleton",Instinct
6/28/2019 2:13:19,BeauxJangles22 ,BeauxJangles22 ,0315 8804 0488,"Mad Campus, Mad North East, Mad North, Mad Far West, Mad Near West, Cottage Grove, Cross Plains, DeForest / Windsor, Fitchburg, Middleton, Sun Prairie, Verona, Waunakee",Valor
6/28/2019 7:54:11,Mookie2004,Mookie2004,9113 8156 2038,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad South, Sun Prairie",Valor
6/28/2019 7:43:15,MrBonestorm,Andrew Bohnsack,0096 3342 7974,"Mad Far East, Mad Near East",Mystic
6/28/2019 8:27:30,jvmejer,jvmejer,4760 6870 2433,Sun Prairie,Instinct
6/28/2019 12:10:51,Chrisholmes1,Chrisholmes1,3096 9361 8270,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad North, Sun Prairie",Mystic
6/28/2019 15:22:09,Goodcat39,Goodcat39,3736 3077 1995,"Mad Far West, Mad Near West, Middleton, Verona",Valor
6/28/2019 15:22:34,DamTheMir,Damir Selimovic,152972863636,,Valor
6/28/2019 15:23:22,Queenofcatz,Papi Zimmerline,611497288269,,Valor
6/28/2019 15:32:58,Yujimi,Yujimi,1970 3153 2816,"Sun Prairie, I can play in the madison area but since I'm still new to Wisconsin I dont know many locations ",Mystic
6/28/2019 15:36:27,Newbs07,Noobs07,0078 9844 7083,"Mad Campus, Mad Far East, Mad Far West, Mad Near West, Middleton",Instinct
6/28/2019 15:38:20,Pokemister608,Pokemister608,9921 7567 2268,"Mad Far West, Middleton",Valor
6/28/2019 15:45:10,Sketchylazers,Sketchylazers,9612 4472 9207,Mad Far West,Instinct
6/28/2019 15:59:06,Cheeseman777,Cheeseman777,4771 4830 2046,Mad Isthmus,Valor
6/28/2019 16:04:25,madsMQ9,zmadson,1642 8424 3059,"Mad Campus, Fitchburg, Monona",Mystic
6/28/2019 17:17:38,Lazlo3,Lazlo,736616841429,"Mad Far West, Fitchburg, Oregon, Verona",Mystic
6/28/2019 19:45:18,PrincessKrys87 ,Krystal01_2000,8816 1183 4997,"Mad Near East, Mad North East, Mad North",Valor
6/28/2019 19:51:30,Spricat,Spricat,0322 4034 3329,"Mad Campus, Mad Isthmus, Mad Near West",Valor
6/28/2019 20:22:12,Wiscpokemon,Nora Sullivan,451111431328,"Mad Campus, Cottage Grove, McFarland, Monona",Instinct
6/28/2019 21:17:00,ShroomMonkey,ShroomMonkey,6430 3445 1448,Fitchburg,Mystic
6/29/2019 0:26:24,Razieleh,ilzo,2208 4281 3348,"Mad Isthmus, Mad Near East, Mad Near West",Mystic
6/29/2019 2:27:37,Tonyeats44,Tonyeats44,5051 8156 7039,"Mad Far East, Mad Near East",Mystic
6/29/2019 7:14:56,CatTheDestroyer,CatTheDestroyer,0930 8545 9725,"Mad Isthmus, Mad Far East, Mad Near West, Cottage Grove, Monona, Sun Prairie",Valor
6/29/2019 7:20:48,Pandaharu,pandaharu,1757 9839 2573,"Mad Campus, Mad Isthmus, Mad Near West",Instinct
6/29/2019 7:52:49,lgeleeBuff,lgeleeBuff,2764 0970 4302,"Mad Far West, Mad Near West, Middleton",Instinct
6/29/2019 7:54:24,MissileBoom,MissileBoom,6281 5574 8549,Mad Near East,Instinct
6/29/2019 8:48:16,Caboodler,Caboodler,5047 5045 1667,"Epic, Fitchburg",Mystic
6/29/2019 9:25:17,mimarquez20,mimarquez20,5279 2182 1001,Fitchburg,Mystic
6/29/2019 10:24:33,SomeChai,SomeChai,0360 8490 2778,"Middleton, Waunakee",Valor
6/29/2019 11:21:59,SpookyRain,RainMemory,642237229074,"Mad Isthmus, Mad Near West, Oregon",Valor
6/29/2019 12:52:56,nerdlizard,spicypants,9527 1076 6370,"Mad Campus, Mad Isthmus",Instinct
6/29/2019 12:54:09,spookybby,spookybby,1958 7510 0299,"Mad Campus, Mad Isthmus",Mystic
6/29/2019 12:55:50,spookyboobys,spookybby,1063 1316 2517,"Mad Campus, Mad Isthmus",Mystic
6/29/2019 14:56:10,Boss455b1tch,Kalloen,1540 9169 4771,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, McFarland, Monona",Valor
6/29/2019 18:05:49,Qtxm123,N/A,4703 5407 4401,"Mad Near West, Epic",Mystic
6/29/2019 23:05:51,Sailbroats,Linsmei2,630290471074,Mad North,Valor
6/30/2019 9:35:45,Breeeeeeeett,Brett,1859 6641 1935,"Mad Far East, Mad Near East",Mystic
6/30/2019 11:03:13,Shellertron,Shellertron,3194 5340 3722,"Mad Far West, Mad Near West",Valor
6/30/2019 11:05:25,Ubidan,Ubidan#9202,8207 9336 6435,"Mad Far East, Sun Prairie, Monroe",Mystic
6/30/2019 12:11:22,Crowns26,Moonlight,3678 6941 6651,"Mad Far West, Fitchburg, Verona",Mystic
6/30/2019 13:20:42,zabbo91,zabbo91,3056 9965 0252,"Mad Campus, Mad Far West, Mad Near West, Fitchburg, Verona",Instinct
6/30/2019 14:43:19,GangstaGordy,Kade Kaat,1866 5857 0275,"Mad Campus, Mad Isthmus",Mystic
6/30/2019 15:01:32,gibby284,gibsonjack10,2720 0710 2266,"Mad Campus, Mad Near West",Valor
6/30/2019 20:19:16,Sheldon573,Jake Gelhar,1006 6206 8052,"Mad Near West, Middleton, Monona, Platteville",Mystic
7/1/2019 0:48:01,Njip ,Njip ,3040 9976 3681,Mad Isthmus,Valor
7/1/2019 10:31:07,Allimdurst,Allison Durst,8432 6207 7272,"Mad Far East, Mad Near East, Cottage Grove, DeForest / Windsor, Monona",Mystic
7/1/2019 14:30:01,TrooperDawga,BigRed319,6866-8808-8395,"Mad Campus, Mad Far East, Mad Near West",Mystic
7/1/2019 16:06:58,Hollywood543,Hollywood,677273504290,"Mad Far West, Mad Near West, Middleton, Verona",Mystic
7/1/2019 18:19:07,Remmy424,remmy424,376721333243,"Mad Campus, Mad Far West, Mad Near West, Fitchburg, Middleton, Verona",Mystic
7/1/2019 18:55:36,B1376HOTRODphil,GoldenBananaMan,2037 6532 9028,"Mad North East, Sun Prairie",Instinct
7/1/2019 21:37:40,Lalalandmadison,LalaLand_Madison,2348 8143 0006,"Mad Isthmus, Mad Near East, Middleton",Mystic
7/1/2019 22:12:49,ChinaMadi,Lalaland_Madison,1722 4256 6577,"Mad Isthmus, Mad Near East, Middleton",Valor
7/1/2019 22:34:50,NhajEksnef909,NhajEksnef,841585073939,"Mad Campus, Mad Near West",Instinct
7/1/2019 22:39:49,NhajEksnef909,NhajEksnef,841585073939,"Mad Campus, Mad Near West, Hilldale",Instinct
7/2/2019 7:06:42,Noobs0714,Noobs07,4150 2787 7012,"Mad Campus, Mad Isthmus, Mad Far West, Mad Near West, Middleton",Instinct
7/2/2019 11:22:10,mehtroid,mehtroid#5450,8226 5492 4938,"Mad Far East, Mad Near East, Sun Prairie",Valor
7/2/2019 12:16:57,SouperDewper,SouperDewper,1530 5878 9520,"Mad Campus, Mad Isthmus, Mad Far West, Mad Near West, Middleton",Mystic
7/2/2019 13:29:58,NefariousPeople,NefariousPeople,2641 8247 4322,"Stoughton, Hutto, TX",Mystic
7/2/2019 18:13:11,WinstonSm1th,Lalaland_Madison,8703 5221 6513,"Mad Isthmus, Mad Near East",Mystic
7/2/2019 21:20:05,JoelCoolJD,JoelCoolJD,0477 5128 1289,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad North, Mad South, Mad Far West, Mad Near West, Middleton",Instinct
7/3/2019 10:32:03,OriginalWardo,originalwardo,632215417624,Mad Campus,Instinct
7/3/2019 11:43:53,Posaniak,FSG_Posaniak#1549,5299 0892 2499,"Mad Campus, Mad South, Mad Far West, Middleton",Valor
7/3/2019 12:04:27,Tonyessay,Ansalls,1620 6973 7017,"Mad Isthmus, Mad Far West, Mad Near West, Epic",Mystic
7/3/2019 22:10:28,Yellow 2PK,Yellow2pk,7229 7293 9270,"Mad Near West, Fitchburg",Instinct
7/4/2019 8:50:10,Firechick9,Wendy Krugman ,6935 3443 5288,"Mad Isthmus, Mad South",Valor
7/4/2019 10:23:45,WZRD,None,2853 2741 0610,Mad Far East,Mystic
7/4/2019 14:24:26,MikeyLuca,MikeyLuca,5687 6709 9597,"Mad Far West, Mad Near West, Middleton",Valor
7/4/2019 19:56:26,AlmightyPiplup,mcmikk#4121,8773 2277 7528,"Mad Isthmus, Mad North East, Mad North, Cottage Grove, Monona, Maple Bluff",Mystic
7/4/2019 21:20:26,0rganicRobot,0rganicRobot,779977365314,"Mad Far West, Mad Near West",Mystic
7/5/2019 9:28:54,Mindpump,Mindpump,608472103847,"Mad Isthmus, Mad Far West, Richland Center ",Mystic
7/5/2019 13:15:25,MrChiefD,MrChiefD,5106 7080 8809,Sun Prairie,Mystic
7/6/2019 21:57:01,Nick1997Jones,Nick1997Jones,2196 6697 7572,"Mad Isthmus, Mad Far West, Mad Near West, McFarland, Platteville",Mystic
7/8/2019 9:26:06,NateH57,Nate,6497 8229 2662,Sun Prairie,Instinct
7/9/2019 8:58:48,BlakeBWolf,BlakeBWolf,3323 1564 7882,Mad Campus,Valor
7/9/2019 8:59:57,WolfStar4414,None,1435 8539 2917,Mad Campus,Instinct
7/9/2019 14:16:02,CHorsley,Seahorse #8506,3156 0847 1960,"Mad Campus, Mad Isthmus, Mad South",Instinct
7/9/2019 15:34:10,Strommen,Strommen,6289 9845 3604,"Mad Campus, Mad Far West, Mad Near West, Fitchburg, Middleton, Verona",Mystic
7/10/2019 9:49:12,Nanessa,Eeyoreish,4765 2762 1117,"Mad Campus, Mad Near West",Instinct
7/10/2019 13:51:46,Rehlon,OddWayfinder,9235 6081 7393,"Mad Campus, Mad Isthmus, Mad Near West",Mystic
7/10/2019 16:32:27,Dominator57,noobguy57,5111 1143 0807,"Mad Far West, Mt. Horeb",Instinct
7/11/2019 3:48:44,Kyrelov,Kyrelov,3118 8656 5016,"Mad Campus, Mad Far West, Mad Near West",Mystic
7/11/2019 11:24:52,Kianlon37,Kianlon,845624880130,"Mad Far East, Mad North East",Instinct
7/11/2019 14:30:00,Baitors,Masterdebaitor,8386 3754 2227,"Mad Campus, Mad Isthmus, Mad South, Mad Far West, McFarland, Middleton, Monona",Valor
7/12/2019 8:57:44,dreamsofpdx,dreamsofpdx,4172 4356 9516,"Mad North, Middleton",Mystic
7/12/2019 15:25:55,Spartacus260,None,1585 8633 1526,"Mad Near West, Fitchburg, Oregon",Instinct
7/12/2019 15:52:19,DrJohn23,jpcesar23,561891326579,"Mad Campus, Mad Isthmus",Mystic
7/13/2019 0:17:22,princeofviolets,theprinceofviolets,1454 1531 1763,"Mad Campus, Mad Isthmus, Mad Near East, Mad South, Mad Near West",Valor
7/13/2019 16:47:39,Momilia,Momilia,1466 8916 5905,"Mad Far East, Mad Near East, Mad North East, Monona",Mystic
7/15/2019 12:49:36,badgerperson,badgerperson,115265523612,"Mad Far West, Mad Near West, Middleton",Mystic
7/15/2019 14:42:35,Kumakimchi,Christine Kubiak ,6174 2116 7419,"Mad Campus, Mad South, Mad Near West, Fitchburg",Valor
7/15/2019 19:49:45,Ivantachulo3,Ivan Marquez,303388199965,Fitchburg,Valor
7/16/2019 14:23:17,Jillster802,Jill Underly,192784088619,"Mad Isthmus, Mount Horeb, Dodgeville",Mystic
7/16/2019 14:24:43,Jillster802,Jill Underly,192784088619,"Mad Isthmus, Mount Horeb, Dodgeville",Mystic
7/16/2019 19:12:03,Stahlke,Ryan Stahlke,6348 9583 9625,"Mad Far West, Mad Near West, Middleton",Mystic
7/16/2019 21:38:55,Aubiejae12,Cheyenne friese,0800 4897 3425! Please add me lol.,"Mad North East, Mad North, Cottage Grove",Valor
7/16/2019 22:25:18,CMax37,CMax37,9543 5103 1953,DeForest / Windsor,Mystic
7/17/2019 16:02:27,Eewud,Borgar98,1140 0555 0550,"Mad Campus, Mad Isthmus",Valor
7/18/2019 9:49:00,Kylehaze88,Kylehaze,903890700728,"Mad Near West, Fitchburg, Verona",Mystic
7/18/2019 11:31:12,SassyDane,Danielle Lythjohan ,929711599339,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Monona",Mystic
7/19/2019 10:20:41,Snorkler,Snorkler #1344,4577 6236 6504,Stoughton,Valor
7/19/2019 14:20:40,athao626,Angela Thao,9324 0860 7276,Mad Campus,Valor
7/19/2019 22:46:59,Mommapod0926,Brittany,2541 2243 1196,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad North, Mad South, Mad Far West, Mad Near West, Fitchburg, Middleton, Monona, Stoughton, Sun Prairie, Verona",Instinct
7/20/2019 13:21:09,Elsie8736,Elsie8736,9595 8678 1828,"Mad Far East, Mad Near East, Monona",Valor
7/20/2019 17:21:26,TrezyCodes,Trezy,9377 6925 6545,"Mad Far West, Middleton",Valor
7/20/2019 18:11:02,ChristineBuble,ChristineBuble,4535 9998 5170,"Fitchburg, Stoughton",Mystic
7/20/2019 21:31:57,HydroLion,HydroLion (Leo Mensink),2717 1856 2106,"Mad Isthmus, Mad Far East, Mad Near East, Mad South, McFarland, Monona",Valor
7/21/2019 6:46:52,Shuaford,Josh Stirling,2037 3605 7169,"Mad Far East, Mad Near East, Live by the Great Dane on the east side",Instinct
7/21/2019 12:58:03,TrainerHaroon,Haroon#1958,2512 2530 0624,"Fitchburg, Middleton, Verona",Mystic
7/21/2019 15:28:20,odietamotyler,Tyler#0147,249064231129,"Mad Campus, Mad Isthmus, Epic",Mystic
7/21/2019 17:07:28,Serraphindol,serraphindol,466273968377,"Mad Campus, Mad Near West",Mystic
7/21/2019 18:30:50,NidoBro1,MarkTheShark22,1359 6548 7896,"Mad Isthmus, Mad Near West",Instinct
7/21/2019 23:20:18,badwolfv ,Hannah McCharon ,0438 4848 2760,"Mad Isthmus, Mad Far East, Sun Prairie",Mystic
7/22/2019 9:34:23,OhShoot75,GrannyOhShoot75,166854961147,"Mad Campus, Mad Isthmus, Mad Far West, Mad Near West, Cross Plains, Epic, Middleton, Verona",Valor
7/23/2019 10:49:06,chaben34,chaben34,5935 7284 9622,"Mad Far West, Mad Near West, Waunakee",Mystic
7/23/2019 14:57:36,Gduff99,Glen Duffy,396444437851,Fitchburg,Mystic
7/23/2019 17:59:15,SooperFranks,Julie Franklin,4148 5601 9770,"Mad Far West, Fitchburg, Middleton",Mystic
7/23/2019 18:47:46,upnorthwalleye,Ray Tushoski,4606 5259 7772,"Mad Near West, Fitchburg, Oregon, Verona, Belleville",Mystic
7/23/2019 18:49:11,DNAgirl89,Kristina Pearson,8973 3055 9523,"Mad Near West, Fitchburg, Monona, Oregon, Belleville",Mystic
7/23/2019 21:40:34,BlooJayOU,AJ,1484 0548 2748,Mad Isthmus,Valor
7/23/2019 21:41:01,BlooJayOU,AJ,1484 0548 2748,Mad Isthmus,Valor
7/23/2019 23:46:27,gabiemiller,Gabie#5717 (gabiemiller ⚡ 40),1064 7525 0973,"Mad Near West, Fitchburg, Middleton",Instinct
7/24/2019 8:22:47,reaneyperrotti,Katie Arr Pea,5953 8354 4993,"Mad Campus, Mad Isthmus",Mystic
7/24/2019 12:42:46,Martybot79,Robbie Stanley,5535 9079 3752,"Mad Isthmus, McFarland, Monona",Mystic
7/24/2019 16:06:10,YungDeezy420,Alex Hoso,9845 1786 1667,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East",Instinct
7/24/2019 18:58:40,Toniov11,Antonio Villanueva ,4519 6676 6136,"Mad South, Mad Near West, Fitchburg, Monona, Verona",Mystic
